1	101	110
2	155	110
3	155	133
4	157	133
5	182	137
6	182	137
7	182	137
8	182	137
9	182	137
10	195	161
11	195	174
12	198	174
13	198	174
14	198	174
15	198	174
16	198	174
17	198	178
18	198	178
19	198	178
20	198	187
21	198	187
22	198	187
23	198	187
24	198	187
25	200	187
26	200	187
27	210	191
28	210	191
29	235	209
30	235	209
31	235	209
32	235	209
33	235	209
34	235	221
35	235	221
36	235	221
37	235	232
38	235	311
39	235	311
40	235	311
41	235	311
42	235	311
43	282	311
44	282	311
45	282	311
46	282	311
47	282	311
48	282	311
49	282	311
50	282	311
51	282	311
52	282	311
53	282	311
54	282	311
55	282	311
56	282	311
57	282	311
58	282	311
59	286	311
60	286	311
61	286	311
62	286	311
63	286	311
64	286	311
65	286	311
66	286	311
67	286	311
68	286	311
69	286	311
70	286	311
71	286	311
72	286	311
73	286	311
74	290	311
75	290	311
76	290	311
77	290	311
78	290	311
79	290	311
80	290	311
81	298	311
82	298	311
83	298	311
84	298	311
85	305	311
86	305	311
87	305	311
88	305	311
89	305	311
90	305	311
91	305	314
92	305	314
93	306	314
94	306	314
95	306	314
96	306	314
97	306	314
98	306	314
99	306	314
100	306	314
101	306	314
102	306	314
103	306	314
104	306	314
105	306	314
106	306	314
107	306	314
108	306	314
109	306	314
110	306	314
111	306	314
112	306	314
113	306	314
114	306	314
115	306	314
116	306	314
117	306	314
118	306	314
119	306	314
120	306	314
121	306	314
122	306	314
123	306	314
124	306	314
125	306	314
126	306	314
127	306	314
128	306	314
129	306	314
130	306	314
131	306	314
132	306	314
133	306	314
134	306	314
135	309	314
136	309	314
137	309	314
138	309	314
139	320	314
140	320	314
141	320	314
142	320	314
143	320	314
144	320	314
145	330	314
146	340	314
147	340	314
148	340	314
149	340	314
150	340	314
151	340	314
152	340	314
153	340	314
154	340	314
155	340	338
156	340	338
157	340	338
158	340	338
159	340	338
160	340	338
161	340	338
162	340	338
163	340	338
164	340	338
165	340	338
166	354	338
167	354	338
168	354	338
169	354	338
170	354	338
171	354	338
172	354	338
173	354	338
174	354	338
175	354	344
176	354	344
177	354	344
178	354	344
179	354	344
180	354	344
181	354	344
182	354	344
183	354	344
184	354	344
185	354	344
186	354	344
187	354	344
188	354	344
189	357	344
190	357	344
191	362	344
192	362	344
193	362	344
194	362	344
195	362	344
196	362	344
197	362	344
198	362	344
199	362	344
200	362	344
201	366	354
202	366	354
203	366	354
204	366	354
205	366	354
206	366	355
207	366	355
208	366	355
209	366	355
210	366	355
211	366	355
212	366	355
213	366	355
214	366	355
215	366	355
216	366	355
217	368	355
218	368	355
219	368
220	368
221	368
222	368
223	368
224	368
225	368
226	368
227	368
228	368
229	368
230	368
231	368
232	368
233	368
234	368
235	368
236	368
237	368
238	368
239	368
240	384
241	385
242	388
243	388
244	388
245	392
246	392
247	392
248	394
249	394
250	394
251	394
252	394
253	394
254	394
255	395
256	397
257	397
258	397
259	399
260	403
261	403
262	403
263	403
264	403
265	406
266	409
267	409
268	411
269	411
270	411
271	411
